Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Lab Dup,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0410B0032,4/19/2010 11:15,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0410B0032,4/19/2010 11:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0410B0032,4/19/2010 11:15,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0410B0031,4/20/2010 8:39,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0410B0031,4/20/2010 8:39,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0410B0031,4/20/2010 8:39,Dissolved Nitrate + Nitrite,NO3+NO2,,0.03,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0410B0031,4/20/2010 8:39,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0410B0031,4/20/2010 8:39,Total Kjeldahl Nitrogen,TKN,,0.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0410B0031,4/20/2010 8:39,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
FRENCHMAN LK NR DM               ,Frenchman Lk,FR001000,OA0510B0047,5/11/2010 11:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
FRENCHMAN LK NR DM               ,Frenchman Lk,FR001000,OA0510B0047,5/11/2010 11:00,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
FRENCHMAN LK NR DM               ,Frenchman Lk,FR001000,OA0510B0047,5/11/2010 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
FRENCHMAN LK NR DM               ,Frenchman Lk,FR001000,OA0510B0047,5/11/2010 11:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
FRENCHMAN LK NR DM               ,Frenchman Lk,FR001000,OA0510B0047,5/11/2010 11:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
FRENCHMAN LK NR DM               ,Frenchman Lk,FR001000,OA0510B0047,5/11/2010 11:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
ANTELOPE LK NR DM                ,Antelope,AN001000,OA0510B0045,5/11/2010 14:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
ANTELOPE LK NR DM                ,Antelope,AN001000,OA0510B0045,5/11/2010 14:00,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
ANTELOPE LK NR DM                ,Antelope,AN001000,OA0510B0045,5/11/2010 14:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.05,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
ANTELOPE LK NR DM                ,Antelope,AN001000,OA0510B0045,5/11/2010 14:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
ANTELOPE LK NR DM                ,Antelope,AN001000,OA0510B0045,5/11/2010 14:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
ANTELOPE LK NR DM                ,Antelope,AN001000,OA0510B0045,5/11/2010 14:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
LK DAVIS A STA 1 NR DM           ,Lake Davis,LD001000,OA0510B0048,5/11/2010 17:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
LK DAVIS A STA 1 NR DM           ,Lake Davis,LD001000,OA0510B0048,5/11/2010 17:00,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
LK DAVIS A STA 1 NR DM           ,Lake Davis,LD001000,OA0510B0048,5/11/2010 17:00,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
LK DAVIS A STA 1 NR DM           ,Lake Davis,LD001000,OA0510B0048,5/11/2010 17:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
LK DAVIS A STA 1 NR DM           ,Lake Davis,LD001000,OA0510B0048,5/11/2010 17:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
LK DAVIS A STA 1 NR DM           ,Lake Davis,LD001000,OA0510B0048,5/11/2010 17:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0510B0052,5/19/2010 8:43,Dissolved Ammonia,7664-41-7,,0.03,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0510B0052,5/19/2010 8:43,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0510B0052,5/19/2010 8:43,Dissolved Nitrate + Nitrite,NO3+NO2,,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0510B0052,5/19/2010 8:43,Total Phosphorus,7723-14-0,,0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0510B0052,5/19/2010 8:43,Total Kjeldahl Nitrogen,TKN,,0.2,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OA0510B0052,5/19/2010 8:43,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0510B0051,5/19/2010 9:37,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0510B0051,5/19/2010 9:37,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0510B0051,5/19/2010 9:37,Dissolved Nitrate + Nitrite,NO3+NO2,,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0510B0051,5/19/2010 9:37,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0510B0051,5/19/2010 9:37,Total Kjeldahl Nitrogen,TKN,,0.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OA0510B0051,5/19/2010 9:37,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0610B0014,6/16/2010 8:28,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0610B0014,6/16/2010 8:28,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0610B0014,6/16/2010 8:28,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0610B0014,6/16/2010 8:28,Total Phosphorus,7723-14-0,,0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0610B0014,6/16/2010 8:28,Total Kjeldahl Nitrogen,TKN,,0.2,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0610B0014,6/16/2010 8:28,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0610B0013,6/16/2010 9:45,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0610B0013,6/16/2010 9:45,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0610B0013,6/16/2010 9:45,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0610B0013,6/16/2010 9:45,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0610B0013,6/16/2010 9:45,Total Kjeldahl Nitrogen,TKN,,0.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0610B0013,6/16/2010 9:45,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0710B0016,7/21/2010 8:13,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0710B0016,7/21/2010 8:13,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0710B0016,7/21/2010 8:13,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0710B0016,7/21/2010 8:13,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0710B0016,7/21/2010 8:13,Total Kjeldahl Nitrogen,TKN,,0.2,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0710B0016,7/21/2010 8:13,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0710B0015,7/21/2010 9:27,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0710B0015,7/21/2010 9:27,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0710B0015,7/21/2010 9:27,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0710B0015,7/21/2010 9:27,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0710B0015,7/21/2010 9:27,Total Kjeldahl Nitrogen,TKN,,0.2,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0710B0015,7/21/2010 9:27,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0810B0018,8/18/2010 7:55,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0810B0018,8/18/2010 7:55,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0810B0018,8/18/2010 7:55,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0810B0018,8/18/2010 7:55,Total Phosphorus,7723-14-0,,0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0810B0018,8/18/2010 7:55,Total Kjeldahl Nitrogen,TKN,,<0.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0810B0018,8/18/2010 7:55,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0810B0017,8/18/2010 9:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0810B0017,8/18/2010 9:00,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0810B0017,8/18/2010 9:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0810B0017,8/18/2010 9:00,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0810B0017,8/18/2010 9:00,Total Kjeldahl Nitrogen,TKN,,<0.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
LK OROVILLE NR DM STA 1          ,"Lake Oroville, Dam",OR001000,OC0810B0017,8/18/2010 9:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0910B0020,9/15/2010 7:24,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0910B0020,9/15/2010 7:24,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0910B0020,9/15/2010 7:24,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
THERMALITO AFTERBAY A FEATHER R,TAB River Outlet,TA001000,OC0910B0020,9/15/2010 7:24,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.15 Meters,"Water, Natural",Normal Sample,0,,
