Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Lab Dup,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0410B0804,4/6/2010 9:40,Dissolved Nitrate,14797-55-8,,2.3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0410B0811,4/20/2010 9:50,Dissolved Ammonia,7664-41-7,,0.04,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0410B0811,4/20/2010 9:50,Dissolved Nitrate,14797-55-8,,4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0410B0814,4/20/2010 9:50,Dissolved Nitrate,14797-55-8,,4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0410B0811,4/20/2010 9:50,Dissolved Nitrate + Nitrite,NO3+NO2,,0.9,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0410B0811,4/20/2010 9:50,Total Phosphorus,7723-14-0,,0.1,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0410B0811,4/20/2010 9:50,Total Kjeldahl Nitrogen,TKN,,0.7,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJZ0510B0102,5/3/2010 12:40,Dissolved Nitrate,14797-55-8,,3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0510B0820,5/17/2010 10:00,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0510B0818,5/17/2010 10:00,Dissolved Nitrate,14797-55-8,,2.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0510B0820,5/17/2010 10:00,Dissolved Nitrate,14797-55-8,,2.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0510B0820,5/17/2010 10:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.61,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0510B0820,5/17/2010 10:00,Total Phosphorus,7723-14-0,,0.07,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0510B0820,5/17/2010 10:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0827,6/2/2010 10:00,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0840,6/14/2010 10:20,Dissolved Ammonia,7664-41-7,,0.03,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0840,6/14/2010 10:20,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0840,6/14/2010 10:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.5,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0840,6/14/2010 10:20,Total Phosphorus,7723-14-0,,0.18,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0840,6/14/2010 10:20,Total Kjeldahl Nitrogen,TKN,,0.8,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0610B0849,6/21/2010 10:55,Dissolved Nitrate,14797-55-8,,2.7,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0710B0853,7/19/2010 9:00,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0710B0853,7/19/2010 9:00,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0710B0853,7/19/2010 9:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.47,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0710B0853,7/19/2010 9:00,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0710B0853,7/19/2010 9:00,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0810B0861,8/16/2010 11:50,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0810B0861,8/16/2010 11:50,Dissolved Nitrate,14797-55-8,,0.8,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0810B0861,8/16/2010 11:50,Dissolved Nitrate + Nitrite,NO3+NO2,,0.16,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0810B0861,8/16/2010 11:50,Total Phosphorus,7723-14-0,,0.07,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0810B0861,8/16/2010 11:50,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0910B0864,9/13/2010 9:10,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0910B0864,9/13/2010 9:10,Dissolved Nitrate,14797-55-8,,0.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0910B0864,9/13/2010 9:10,Dissolved Nitrate + Nitrite,NO3+NO2,,0.11,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0910B0864,9/13/2010 9:10,Total Phosphorus,7723-14-0,,0.05,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0910B0864,9/13/2010 9:10,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1010B0867,10/19/2010 9:20,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1010B0867,10/19/2010 9:20,Dissolved Nitrate,14797-55-8,,1.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1010B0867,10/19/2010 9:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.34,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1010B0867,10/19/2010 9:20,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1010B0867,10/19/2010 9:20,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1110B0870,11/15/2010 10:30,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1110B0870,11/15/2010 10:30,Dissolved Nitrate,14797-55-8,,2.7,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1110B0870,11/15/2010 10:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.57,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1110B0870,11/15/2010 10:30,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB1110B0870,11/15/2010 10:30,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJA1210B0804,12/13/2010 10:20,Dissolved Ammonia,7664-41-7,,0.03,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJA1210B0804,12/13/2010 10:20,Dissolved Nitrate,14797-55-8,,3.3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJA1210B0804,12/13/2010 10:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.73,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJA1210B0804,12/13/2010 10:20,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJA1210B0804,12/13/2010 10:20,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0111B0873,1/19/2011 10:36,Dissolved Ammonia,7664-41-7,,0.06,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0111B0873,1/19/2011 10:36,Dissolved Nitrate,14797-55-8,,3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0111B0873,1/19/2011 10:36,Dissolved Nitrate + Nitrite,NO3+NO2,,0.68,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0111B0873,1/19/2011 10:36,Total Phosphorus,7723-14-0,,0.12,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0111B0873,1/19/2011 10:36,Total Kjeldahl Nitrogen,TKN,,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0211B0846,2/16/2011 10:15,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0211B0846,2/16/2011 10:15,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0211B0846,2/16/2011 10:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.54,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0211B0846,2/16/2011 10:15,Total Phosphorus,7723-14-0,,0.07,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0211B0846,2/16/2011 10:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0311B0880,3/14/2011 10:20,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0311B0880,3/14/2011 10:20,Dissolved Nitrate,14797-55-8,,3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0311B0880,3/14/2011 10:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.69,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0311B0880,3/14/2011 10:20,Total Phosphorus,7723-14-0,,0.11,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0311B0880,3/14/2011 10:20,Total Kjeldahl Nitrogen,TKN,,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJE0411B0777,4/19/2011 9:30,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJE0411B0777,4/19/2011 9:30,Dissolved Nitrate,14797-55-8,,0.8,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJE0411B0777,4/19/2011 9:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.16,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJE0411B0777,4/19/2011 9:30,Total Phosphorus,7723-14-0,,0.09,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJE0411B0777,4/19/2011 9:30,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJE0411B0790,4/25/2011 10:30,Dissolved Nitrate,14797-55-8,,0.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Aqueduct Blend D/S of CVC Pump in,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0890,5/3/2011 9:50,Dissolved Nitrate,14797-55-8,,0.5,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0895,5/17/2011 10:12,Dissolved Nitrate,14797-55-8,,1.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0897,5/17/2011 10:15,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0897,5/17/2011 10:15,Dissolved Nitrate,14797-55-8,,1.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0897,5/17/2011 10:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.32,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0897,5/17/2011 10:15,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0511B0897,5/17/2011 10:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJC0611B0855,6/1/2011 9:30,Dissolved Nitrate,14797-55-8,,1.5,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0611B0905,6/14/2011 10:48,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run plus quarterly pesticides,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0611B0905,6/14/2011 10:48,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run plus quarterly pesticides,
CALIFORNIA AQU A CHECK 29        ,Check 29,KA024454,SJB0611B0905,6/14/2011 10:48,Dissolved Nitrate + Nitrite,NO3+NO2,,0.44,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run plus quarterly pesticides,
